timestamp,runtime_minutes,total_scans,inter_found,tri_found,breakeven,profit,loss,uniq_inter_count,uniq_inter_sum_net,uniq_tri_count,uniq_tri_sum_net,best_inter_profit,best_tri_profit,paper_start_balance,paper_balance,paper_total_pnl,orders_placed,orders_filled,orders_cancelled,fill_ratio,exec_avg_latency_ms,exec_total_slippage_pct,mexc_success,mexc_errors,binance_success,binance_errors,okx_success,okx_errors,bybit_success,bybit_errors,kucoin_success,kucoin_errors
20250813_213409,35.129822616666665,1139,135,0,28,50,57,23,0.9787,0,0.0,0.2603,0,10.0,10.0,0.0,0,0,0,0.0,0.0,0.0,1139,0,1139,0,1139,0,1,0,1139,0
